2022-06-24 12:53:39 INFO  LogGen:19 - please work
2022-07-03 11:25:36 INFO  RequestController:35 - Output requests: [Request [req_id=1, requester=1, grade=100.0, grading_scheme=1, cost=500.0, passing_grade=0.65, datetime=2022-01-08 10:30:00.0, location=Coruscant, description=How to be a Jedi Knight, justification=I lost the highground, status=3, value=400.0, requesterName=ObiWan Kenobi], Request [req_id=3, requester=1, grade=0.75, grading_scheme=3, cost=123.45, passing_grade=1.0, datetime=2011-05-11 13:30:00.0, location=my house, description=forum buddies help me, justification=I need this promotion, status=3, value=92.5875, requesterName=ObiWan Kenobi], Request [req_id=4, requester=1, grade=0.0, grading_scheme=2, cost=9000.01, passing_grade=0.5, datetime=2022-08-18 13:08:00.0, location=Lo-Cal Convention Center, description=Seminar on how to use the force, justification=My name isn't Luke, status=5, value=0.0, requesterName=ObiWan Kenobi], Request [req_id=5, requester=1, grade=0.0, grading_scheme=2, cost=567.89, passing_grade=0.85, datetime=2022-08-16 12:44:00.0, location=Nowhere, description=Not needed, justification=N/A, status=1, value=511.101, requesterName=ObiWan Kenobi], Request [req_id=6, requester=1, grade=0.0, grading_scheme=5, cost=1.0, passing_grade=0.01, datetime=2022-07-15 12:45:00.0, location=ad, description=adfaf, justification=afd, status=1, value=0.3, requesterName=ObiWan Kenobi]]
2022-07-03 11:32:36 INFO  RequestController:35 - Output requests: [Request [req_id=1, requester=1, grade=100.0, grading_scheme=1, cost=500.0, passing_grade=0.65, datetime=2022-01-08 10:30:00.0, location=Coruscant, description=How to be a Jedi Knight, justification=I lost the highground, status=3, value=400.0, requesterName=ObiWan Kenobi], Request [req_id=3, requester=1, grade=0.75, grading_scheme=3, cost=123.45, passing_grade=1.0, datetime=2011-05-11 13:30:00.0, location=my house, description=forum buddies help me, justification=I need this promotion, status=3, value=92.5875, requesterName=ObiWan Kenobi], Request [req_id=4, requester=1, grade=0.0, grading_scheme=2, cost=9000.01, passing_grade=0.5, datetime=2022-08-18 13:08:00.0, location=Lo-Cal Convention Center, description=Seminar on how to use the force, justification=My name isn't Luke, status=5, value=0.0, requesterName=ObiWan Kenobi], Request [req_id=5, requester=1, grade=0.0, grading_scheme=2, cost=567.89, passing_grade=0.85, datetime=2022-08-16 12:44:00.0, location=Nowhere, description=Not needed, justification=N/A, status=1, value=511.101, requesterName=ObiWan Kenobi], Request [req_id=6, requester=1, grade=0.0, grading_scheme=5, cost=1.0, passing_grade=0.01, datetime=2022-07-15 12:45:00.0, location=ad, description=adfaf, justification=afd, status=1, value=0.3, requesterName=ObiWan Kenobi]]
2022-07-03 11:35:10 INFO  RequestController:35 - Output requests: [Request [req_id=1, requester=1, grade=100.0, grading_scheme=1, cost=500.0, passing_grade=0.65, datetime=2022-01-08 10:30:00.0, location=Coruscant, description=How to be a Jedi Knight, justification=I lost the highground, status=3, value=400.0, requesterName=ObiWan Kenobi], Request [req_id=3, requester=1, grade=0.75, grading_scheme=3, cost=123.45, passing_grade=1.0, datetime=2011-05-11 13:30:00.0, location=my house, description=forum buddies help me, justification=I need this promotion, status=3, value=92.5875, requesterName=ObiWan Kenobi], Request [req_id=4, requester=1, grade=0.0, grading_scheme=2, cost=9000.01, passing_grade=0.5, datetime=2022-08-18 13:08:00.0, location=Lo-Cal Convention Center, description=Seminar on how to use the force, justification=My name isn't Luke, status=5, value=0.0, requesterName=ObiWan Kenobi], Request [req_id=5, requester=1, grade=0.0, grading_scheme=2, cost=567.89, passing_grade=0.85, datetime=2022-08-16 12:44:00.0, location=Nowhere, description=Not needed, justification=N/A, status=1, value=511.101, requesterName=ObiWan Kenobi], Request [req_id=6, requester=1, grade=0.0, grading_scheme=5, cost=1.0, passing_grade=0.01, datetime=2022-07-15 12:45:00.0, location=ad, description=adfaf, justification=afd, status=1, value=0.3, requesterName=ObiWan Kenobi]]
2022-07-03 11:36:34 INFO  RequestController:35 - Output requests: [Request [req_id=1, requester=1, grade=100.0, grading_scheme=1, cost=500.0, passing_grade=0.65, datetime=2022-01-08 10:30:00.0, location=Coruscant, description=How to be a Jedi Knight, justification=I lost the highground, status=3, value=400.0, requesterName=ObiWan Kenobi], Request [req_id=3, requester=1, grade=0.75, grading_scheme=3, cost=123.45, passing_grade=1.0, datetime=2011-05-11 13:30:00.0, location=my house, description=forum buddies help me, justification=I need this promotion, status=3, value=92.5875, requesterName=ObiWan Kenobi], Request [req_id=4, requester=1, grade=0.0, grading_scheme=2, cost=9000.01, passing_grade=0.5, datetime=2022-08-18 13:08:00.0, location=Lo-Cal Convention Center, description=Seminar on how to use the force, justification=My name isn't Luke, status=5, value=0.0, requesterName=ObiWan Kenobi], Request [req_id=5, requester=1, grade=0.0, grading_scheme=2, cost=567.89, passing_grade=0.85, datetime=2022-08-16 12:44:00.0, location=Nowhere, description=Not needed, justification=N/A, status=1, value=511.101, requesterName=ObiWan Kenobi], Request [req_id=6, requester=1, grade=0.0, grading_scheme=5, cost=1.0, passing_grade=0.01, datetime=2022-07-15 12:45:00.0, location=ad, description=adfaf, justification=afd, status=1, value=0.3, requesterName=ObiWan Kenobi]]
2022-07-03 11:38:42 INFO  EmployeeController:26 - logging in as employee: Employee [e_id=0, fin_man=false, uname=Hello, pword=There, name=null]
2022-07-03 11:38:47 INFO  RequestController:59 - Output requests: [Request [req_id=1, requester=1, grade=100.0, grading_scheme=1, cost=500.0, passing_grade=0.65, datetime=2022-01-08 10:30:00.0, location=Coruscant, description=How to be a Jedi Knight, justification=I lost the highground, status=3, value=400.0, requesterName=], Request [req_id=3, requester=1, grade=0.75, grading_scheme=3, cost=123.45, passing_grade=1.0, datetime=2011-05-11 13:30:00.0, location=my house, description=forum buddies help me, justification=I need this promotion, status=3, value=92.5875, requesterName=], Request [req_id=4, requester=1, grade=0.0, grading_scheme=2, cost=9000.01, passing_grade=0.5, datetime=2022-08-18 13:08:00.0, location=Lo-Cal Convention Center, description=Seminar on how to use the force, justification=My name isn't Luke, status=5, value=0.0, requesterName=], Request [req_id=5, requester=1, grade=0.0, grading_scheme=2, cost=567.89, passing_grade=0.85, datetime=2022-08-16 12:44:00.0, location=Nowhere, description=Not needed, justification=N/A, status=1, value=511.101, requesterName=], Request [req_id=6, requester=1, grade=0.0, grading_scheme=5, cost=1.0, passing_grade=0.01, datetime=2022-07-15 12:45:00.0, location=ad, description=adfaf, justification=afd, status=1, value=0.3, requesterName=]]
2022-07-03 11:40:04 INFO  RequestController:59 - Output requests: [Request [req_id=1, requester=1, grade=100.0, grading_scheme=1, cost=500.0, passing_grade=0.65, datetime=2022-01-08 10:30:00.0, location=Coruscant, description=How to be a Jedi Knight, justification=I lost the highground, status=3, value=400.0, requesterName=], Request [req_id=3, requester=1, grade=0.75, grading_scheme=3, cost=123.45, passing_grade=1.0, datetime=2011-05-11 13:30:00.0, location=my house, description=forum buddies help me, justification=I need this promotion, status=3, value=92.5875, requesterName=], Request [req_id=4, requester=1, grade=0.0, grading_scheme=2, cost=9000.01, passing_grade=0.5, datetime=2022-08-18 13:08:00.0, location=Lo-Cal Convention Center, description=Seminar on how to use the force, justification=My name isn't Luke, status=5, value=0.0, requesterName=], Request [req_id=5, requester=1, grade=0.0, grading_scheme=2, cost=567.89, passing_grade=0.85, datetime=2022-08-16 12:44:00.0, location=Nowhere, description=Not needed, justification=N/A, status=1, value=511.101, requesterName=], Request [req_id=6, requester=1, grade=0.0, grading_scheme=5, cost=1.0, passing_grade=0.01, datetime=2022-07-15 12:45:00.0, location=ad, description=adfaf, justification=afd, status=1, value=0.3, requesterName=]]
2022-07-03 12:25:37 INFO  RequestController:59 - Output requests: [Request [req_id=1, requester=1, grade=100.0, grading_scheme=1, cost=500.0, passing_grade=0.65, datetime=2022-01-08 10:30:00.0, location=Coruscant, description=How to be a Jedi Knight, justification=I lost the highground, status=3, value=400.0, requesterName=], Request [req_id=3, requester=1, grade=0.75, grading_scheme=3, cost=123.45, passing_grade=1.0, datetime=2011-05-11 13:30:00.0, location=my house, description=forum buddies help me, justification=I need this promotion, status=3, value=92.5875, requesterName=], Request [req_id=4, requester=1, grade=0.0, grading_scheme=2, cost=9000.01, passing_grade=0.5, datetime=2022-08-18 13:08:00.0, location=Lo-Cal Convention Center, description=Seminar on how to use the force, justification=My name isn't Luke, status=5, value=0.0, requesterName=], Request [req_id=5, requester=1, grade=0.0, grading_scheme=2, cost=567.89, passing_grade=0.85, datetime=2022-08-16 12:44:00.0, location=Nowhere, description=Not needed, justification=N/A, status=1, value=511.101, requesterName=], Request [req_id=6, requester=1, grade=0.0, grading_scheme=5, cost=1.0, passing_grade=0.01, datetime=2022-07-15 12:45:00.0, location=ad, description=adfaf, justification=afd, status=1, value=0.3, requesterName=]]
2022-07-03 12:33:33 INFO  EmployeeController:26 - logging in as employee: Employee [e_id=0, fin_man=false, uname=Hello, pword=There, name=null]
2022-07-03 12:33:37 INFO  RequestController:59 - Output requests: [Request [req_id=1, requester=1, grade=100.0, grading_scheme=1, cost=500.0, passing_grade=0.65, datetime=2022-01-08 10:30:00.0, location=Coruscant, description=How to be a Jedi Knight, justification=I lost the highground, status=3, value=400.0, requesterName=], Request [req_id=3, requester=1, grade=0.75, grading_scheme=3, cost=123.45, passing_grade=1.0, datetime=2011-05-11 13:30:00.0, location=my house, description=forum buddies help me, justification=I need this promotion, status=3, value=92.5875, requesterName=], Request [req_id=4, requester=1, grade=0.0, grading_scheme=2, cost=9000.01, passing_grade=0.5, datetime=2022-08-18 13:08:00.0, location=Lo-Cal Convention Center, description=Seminar on how to use the force, justification=My name isn't Luke, status=5, value=0.0, requesterName=], Request [req_id=5, requester=1, grade=0.0, grading_scheme=2, cost=567.89, passing_grade=0.85, datetime=2022-08-16 12:44:00.0, location=Nowhere, description=Not needed, justification=N/A, status=1, value=511.101, requesterName=], Request [req_id=6, requester=1, grade=0.0, grading_scheme=5, cost=1.0, passing_grade=0.01, datetime=2022-07-15 12:45:00.0, location=ad, description=adfaf, justification=afd, status=1, value=0.3, requesterName=]]
2022-07-03 14:45:18 INFO  EmployeeController:26 - logging in as employee: Employee [e_id=0, fin_man=false, uname=Hello, pword=aaa, name=null]
2022-07-03 14:46:06 INFO  EmployeeController:26 - logging in as employee: Employee [e_id=0, fin_man=false, uname=a, pword=, name=null]
2022-07-03 14:46:11 INFO  EmployeeController:26 - logging in as employee: Employee [e_id=0, fin_man=false, uname=a, pword=a, name=null]
2022-07-03 15:16:57 INFO  EmployeeController:26 - logging in as employee: Employee [e_id=0, fin_man=false, uname=12, pword=12, name=null]
2022-07-03 15:29:09 INFO  EmployeeController:44 - logging in as manager: Employee [e_id=0, fin_man=true, uname=Hello, pword=There, name=null]
